title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,post_number
Gen Louis H Wilson  Jr #173,mcl-det-173-ms,local,Det 173,mcl_ms_28049,MCL,world-war-1,,MS,mississippi,Rankin County,,ms_28121,Pearl Community Center: 2414 Old Brandon Rd,Pearl,39208,32.279631,-90.158009,True,985-640-7617,cpolleck@comcast.net,,173
Jeremiah J O'Keefe III #1460,mcl-det-1460-ms,local,Det 1460,mcl_ms_28049,MCL,world-war-1,,MS,mississippi,Harrison County,,ms_28047,4321 West gay Rd,D'iberville,39540,30.453376,-88.910494,True,228-213-7363,ordnance91@gmail.com,,1460
Jerry Wentworth #1101,mcl-det-1101-ms,local,Det 1101,mcl_ms_28049,MCL,world-war-1,,MS,mississippi,Lauderdale County,,ms_28075,DAV Building 4109 19th St,Meridian,39307,32.36423,-88.736912,True,601-513-9187, virgilcole@comcast.net,,1101
"L.P. McElveen, Jr. #1454",mcl-det-1454-ms,local,Det 1454,mcl_ms_28049,MCL,world-war-1,,MS,mississippi,Harrison County,,ms_28047,88360 Diamondhead Drive East,Diamondhead,39525,30.401857,-89.372331,True,228-342-8395,charvey@nvsionsolutions.com,,1454
Mississippi Gulf Coast #715,mcl-det-715-ms,local,Det 715,mcl_ms_28049,MCL,world-war-1,,MS,mississippi,Harrison County,,ms_28047,308 Green Meadow Rd,Bay St Louis,39520,30.317795,-89.349075,True,228-493-5656,aderer@bellsouth.com,,715
RAVIN E SMITH #1331,mcl-det-1331-ms,local,Det 1331,mcl_ms_28049,MCL,world-war-1,,MS,mississippi,Alcorn County,,ms_28003,American Legion 511 S Tate St,Corinth,38834,34.933708,-88.518851,True,662-415-3848,john284@yahoo.com,,1331
Willie Morris Jones Det #1431,mcl-det-1431-ms,local,Det 1431,mcl_ms_28049,MCL,world-war-1,,MS,mississippi,Yalobusha County,,ms_28161,Veterans Bldg 120 Veterans Blvd,Oxford,38655,34.364156,-89.517727,True,662-832-2608,jason@jasonpardoe.com,,1431
Bitterroot Valley #937,mcl-det-937-mt,local,Det 937,mcl_mt_30047,MCL,world-war-1,,MT,montana,Ravalli County,,mt_30081,Eagle Lodge: 125 N 2nd St,Hamilton,59840,46.247763,-114.157622,True,406-369-1963,crispy610@charter.net,,937
Donald J Ruhl #620,mcl-det-620-mt,local,Det 620,mcl_mt_30047,MCL,world-war-1,,MT,montana,Broadwater County,,mt_30007,117 W Main St,East Helena,,46.589284,-111.924206,True,775-223-4786,jewagner10@gmail.com,,620
Eugene Sara #418,mcl-det-418-mt,local,Det 418,mcl_mt_30047,MCL,world-war-1,,MT,montana,Yellowstone County,,mt_30111,637 Anchor Ave,Billings,59105,45.823317,-108.469842,True,928-208-8504,jim_glover1993@yahoo.com,,418
Great Falls #688,mcl-det-688-mt,local,Det 688,mcl_mt_30047,MCL,world-war-1,,MT,montana,Cascade County,,mt_30013,VFW 1087: 4123 10th Ave S,Great Falls,59405,47.494386,-111.233457,True,406-866-2342,,,688
Hellroaring #1041,mcl-det-1041-mt,local,Det 1041,mcl_mt_30047,MCL,world-war-1,,MT,montana,Lake County,,mt_30047,Fullerton VFW Post 2986,423 Main St,,47.691368,-114.163001,True,406-745-0021 / 406-694-7563,marquart32733@gmail.com,,1041
Missoula #883,mcl-det-883-mt,local,Det 883,mcl_mt_30047,MCL,world-war-1,,MT,montana,Ravalli County,,mt_30081,2400 S. Ave West,MISSOULA,59802,46.849096,-114.036345,True,flyingd@q.com,,,883
Pvt Mike Detachment #1380,mcl-det-1380-mt,local,Det 1380,mcl_mt_30047,MCL,world-war-1,,MT,montana,Deer Lodge County,,mt_30023,Anaconda VFW Hall,500 E 4th St,,46.12654,-112.94755,True,406-560-3131,threequartertimes@yahoo.com,,1380
Robert A Ellerd #1050,mcl-det-1050-mt,local,Det 1050,mcl_mt_30047,MCL,world-war-1,,MT,montana,Park County,,mt_30067,American Legion Post 14,225 E Main St,,45.679636,-111.033458,True,406-548-1393,leslie@truespiripcrossfit.com,,1050
Southwest Montana #724,mcl-det-724-mt,local,Det 724,mcl_mt_30047,MCL,world-war-1,,MT,montana,Deer Lodge County,,mt_30023,The Hooch 525 Garden Ave,Butte,59701,46.008806,-112.5174,True,406-560-3591,lawsonmi@mac.com,,724
Walt Pfister #903,mcl-det-903-mt,local,Det 903,mcl_mt_30047,MCL,world-war-1,,MT,montana,Musselshell County,,mt_30065,204 8th Ave E,Roundup,59072,46.448594,-108.538678,True,406-320-2203,marinecorpsleague903@gmail.com,,903
Air Land NC #1257,mcl-det-1257-nc,local,Det 1257,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Franklin County,,nc_37069,225 E Holding Ave,Wake Forest,27588,35.971663,-78.511862,True,919-649-9561,shawn@potwinmall.com,,1257
Albemarle #1258,mcl-det-1258-nc,local,Det 1258,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Perquimans County,,nc_37143,115 Academy St. W American Legion Post 126,Hertford,27944,36.189783,-76.471104,True,,,joyousrhodes@yahoo.com,1258
Asheville Det of Buncombe County #1417,mcl-det-1417-nc,local,Det 1417,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Buncombe County,,nc_37021,Long Shoals Baptist Church: 661 Long Shoals Rd.,Arden,28704,35.580043,-82.596845,True,828-280-9676,randyreynolds@charter.net,,1417
Blue Ridge #848,mcl-det-848-nc,local,Det 848,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Polk County,,nc_37149,American Legion Post #77 216 4th Ave,Hendersonville,28793,35.315871,-82.46209,True,507-696-6511,brdet848commandant@gmail.com,,848
Cabarrus #1175,mcl-det-1175-nc,local,Det 1175,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Cabarrus County,,nc_37025,American Legion Post 51: 165 Wilshire Ave SW,Concord,28025,35.420518,-80.589992,True,704-960-2230,devintreadaway83@gmail.com,,1175
Cape Fear #1070,mcl-det-1070-nc,local,Det 1070,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,New Hanover County,,nc_37129,4610 Carolina Beach Rd Wilmington NC 28412,,,34.188378,-77.933408,True,703-725-3620,hondo.davids@verizon.net,,1070
Carolina Borders #1036,mcl-det-1036-nc,local,Det 1036,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Horry County,,sc_45051,Calabash Fire Station 892 Persimmon Road,Calabash,28467,33.892957,-78.566517,True,"843-399-0669,943-957-3425",sslater@sccoast.net,,1036
Carry-On #1236,mcl-det-1236-nc,local,Det 1236,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Johnston County,,nc_37101,100 Pitchi St,Smithfield,27577,35.664868,-78.471663,True,(H) 919-227-3041 (C) 919-631-6772,usmarinessgt6469@gmail.com,,1236
Catawba Valley #1163,mcl-det-1163-nc,local,Det 1163,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Burke County,,nc_37023,1615 12th St Dr NW,Hickory,28601,35.757058,-81.368014,True,419-702-9658,gyrene1954@gmail.com,,1163
Charlotte #750,mcl-det-750-nc,local,Det 750,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Union County,,nc_37179,VFW Post 4059,11341 Bain School Rd,,35.168385,-80.643013,True,704-315-1517,sgtmaj2009@gmail.com,,750
Cherokee #1011,mcl-det-1011-nc,local,Det 1011,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Macon County,,nc_37113,4955 Airport Rd,Marble,28905,35.192667,-83.876672,True,828-644-4611,geb1578@yahoo.com,,1011
Cherry Point #1067,mcl-det-1067-nc,local,Det 1067,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Craven County,,nc_37049,4843 Jackson Dr,MCAS Cherry Point,28533,34.947179,-76.886895,True,252-269-0702,commandant@mclcp.org,,1067
Cpl Chris S Ebert #1221,mcl-det-1221-nc,local,Det 1221,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Cherokee County,,sc_45021,MCL Headquarters 120 W Trade St,Forest City,28043,35.266154,-81.793558,True,828-289-6773,bucycg@yahoo.com,,1221
Cpl Johnny A Williamson #1165,mcl-det-1165-nc,local,Det 1165,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Montgomery County,,nc_37123,American Legion Post 45: 419 Lanier Ave,Asheboro,27203,35.698836,-79.819479,True,336-460-0421,hallred56@triad.rr.com.com,,1165
Cpl Suzi Sannes #1262,mcl-det-1262-nc,local,Det 1262,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Wilson County,,nc_37195,VFW Post #2057: 11270 Hwy 97 W,Rocky Mount,27803,35.897837,-77.854118,True,978-503-4783,grmoore1960@gmail.com,,1262
Crossed Rifles #1346,mcl-det-1346-nc,local,Det 1346,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Harnett County,,nc_37085,VFW Post 6722 409 S Main St,Lillington,27546,35.401673,-78.814689,True,919-263-9579,mcldet1346commandant@gmail.com,,1346
Gen Allen Hal Turnage #1096,mcl-det-1096-nc,local,Det 1096,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Davie County,,nc_37059,American Legion Kennedy Hall Post 106,6250 NC Hwy-801,,35.645112,-80.48531,True,910-320-6365,roserosotoai@gmail.com,,1096
Gen Raymond G Davis #1162,mcl-det-1162-nc,local,Det 1162,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Gaston County,,nc_37071,Salem Baptist Church,1534 Rolling Meadow Ln,,35.233482,-81.184027,True,704-460-0210,thehamilton5@gmail.com,,1162
Gold Leaf #1276,mcl-det-1276-nc,local,Det 1276,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Wilson County,,nc_37195,Elm City American Legion Post: 100 American Legion Ln,Elm City,27822,35.726164,-77.889391,True,252-955-9054,maloryjoyner@gmail.com,,1276
Greater Greensboro #260,mcl-det-260-nc,local,Det 260,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Guilford County,,nc_37081,Golden Corral 4404 Landview Dr,Greensboro,27407,36.124538,-79.884289,True,336-259-5239,oldmarinedav@yahoo.com,,260
Hampstead #1321,mcl-det-1321-nc,local,Det 1321,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Pender County,,nc_37141,Topsail Senior Center 20959 US HWY 17,Hampstead,28443,34.434659,-77.63525,True,910-515-2058,mcl1321commandant@gmail.com,,1321
High Country #1389,mcl-det-1389-nc,local,Det 1389,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Ashe County,,nc_37009,VFW Hut,446 Ashe Park Rd,,36.40236,-81.492984,True,210-422-8290,clickrl@hotmail.com,,1389
Iredell County #1097,mcl-det-1097-nc,local,Det 1097,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Lincoln County,,nc_37109,American Legion Post 401 304 S Main St,Troutman,28166,35.699427,-80.883183,True,910-581-0548,daniel.j.farmer43@gmail.com,,1097
John E Ferguson #1208,mcl-det-1208-nc,local,Det 1208,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Cleveland County,,nc_37045,120 Hospital Ave NW Caldwell County Library,Lenoir,28645,35.922234,-81.523474,True,(828) 401-9150,,,1208
John V Berg #257,mcl-det-257-nc,local,Det 257,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Wayne County,,nc_37191,300 N. MCLEWEAN STREET A/L POST #43,KINSTON,28501,35.262373,-77.579432,True,252-286-9798,hardyantonio94@gmail.com,,257
L/Cpl Alan D Lam #1209,mcl-det-1209-nc,local,Det 1209,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Alamance County,,nc_37001,VFW: 634 W Webb Ave,Burlington,27217,36.088644,-79.430187,True,,graydog38@yahoo.com,,1209
Lake Country #1085,mcl-det-1085-nc,local,Det 1085,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Warren County,,nc_37185,American Legion: 213 Brook Ave,South Hill VA 23970,,36.720287,-78.153612,True,434-917-4248,MarkKRoncinske@gmail.com,,1085
Mountaineer #1320,mcl-det-1320-nc,local,Det 1320,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Watauga County,,nc_37189,Kova's Coffee,869 Hwy 105 Ext,,36.203149,-81.671739,True,828-443-5944,gunnywright59@gmail.com,,1320
Mt. Mitchell #1266,mcl-det-1266-nc,local,Det 1266,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Yancey County,,nc_37199,Western Sizzlin: 11961 Hwy 226,Spruce Pine,28777,35.892513,-82.067121,True,828-537-2271,gciesielski@gmail.com,,1266
N C Foothills #1164,mcl-det-1164-nc,local,Det 1164,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Cherokee County,,sc_45021,Golden Corral Meeting Room: 1712 E Dixon Blvd,Shelby,28152,35.301102,-81.546622,True,502-546-5585,kembry1111@outlook.com,,1164
Nortwest Triad #1314,mcl-det-1314-nc,local,Det 1314,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Forsyth County,,nc_37067,Kernersville Moravian Church: 504 S Main St,Kernersville,27284,36.111014,-80.043392,True,336-389-2136,joev2512@yahoo.com,,1314
Onslow County #262,mcl-det-262-nc,local,Det 262,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Onslow County,,nc_37133,300 Sherwood Rd,Jacksonville,28540,34.761808,-77.422956,True,704-297-0847,NEWRIVERMARINE@OUTLOOK.COM,,262
Orange County Regulators #1292,mcl-det-1292-nc,local,Det 1292,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Durham County,,nc_37063,213 Oakdale Dr,Hillsborough,27278,36.050903,-79.106012,True,919-923-5846,torres1144@aol.com,,1292
Oriental Dragon #1413,mcl-det-1413-nc,local,Det 1413,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Pamlico County,,nc_37137,Station 19,6389 Straight Rd,,35.048188,-76.689524,True,716-863-3192,dougjchapman@yahoo.com,,1413
Outer Banks #1264,mcl-det-1264-nc,local,Det 1264,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Dare County,,nc_37055,Kern P. Pitts Center  5375 North Virginia Dare Trail  Southern Shores,NC. 27949-5935,,36.100409,-75.714985,True,252-216-1355,lkfalconer@yahoo.com,,1264
PFC Bruce Larson #1242,mcl-det-1242-nc,local,Det 1242,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Gaston County,,nc_37071,American Legion Hall: 107 Main St,Huntersville,28078,35.419532,-80.840588,True,704-576-0343,oldboyblu@yahoo.com,,1242
PFC Charles D Hare #914,mcl-det-914-nc,local,Det 914,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Union County,,nc_37179,Jud's Restaurant,1603 W Roosevelt Blvd,,34.996924,-80.54676,True,704-254-3539,ryan@vcuc.org,,914
PFC Jerry L McKinney #1232,mcl-det-1232-nc,local,Det 1232,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Rockingham County,,nc_37157,525 NC 65 Wentworth DAV,Reidsville,27320,36.382006,-79.697429,True,(507) 407-0625,,,1232
PFC Terry C Smith #1193,mcl-det-1193-nc,local,Det 1193,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Forsyth County,,nc_37067,American Legion Post 87 409 W High Ave,High Point,27260,35.953665,-80.010834,True,336-847-2135,,,1193
Paul Ray Purgason #1005,mcl-det-1005-nc,local,Det 1005,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Horry County,,sc_45051,253 Holden Beach Rd SW,Shallotte,28470,33.979799,-78.364955,True,540-846-0150,mspschaefer65@gmail.com,,1005
Percy John Fulton #1075,mcl-det-1075-nc,local,Det 1075,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Forsyth County,,nc_37067,Amreican Legion Post #55,111 Miller St,,36.092455,-80.273424,True,336-391-2604,boycevicki6@gmail.com,,1075
RDU-MCL #1482,mcl-det-1482-nc,local,Det 1482,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Wake County,,nc_37183,Triangle Shooting Academy: 6501 Mt Herman Rd,Raleigh,27617,35.894756,-78.745354,True,919-939-4791,cmdt@rdu-mcl.org,www.rdu-mcl.org,1482
Richmond Leathernecks #1252,mcl-det-1252-nc,local,Det 1252,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Richmond County,,nc_37153,Dobbins Insurance Building,315 S Long Dr Suite B,,34.936319,-79.753101,True,TBA,TBA,,1252
SGT. W.E. PLUEDDEMANN #1186,mcl-det-1186-nc,local,Det 1186,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Pitt County,,nc_37147,2805 Cemetery Road Greenville,,,35.574014,-77.395361,True,252-714-3113,jlmc1102@yahoo.com,,1186
Sandhills Area #1001,mcl-det-1001-nc,local,Det 1001,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Moore County,,nc_37125,American Legion Post 12,350 Legion Hut Rd,,35.171778,-79.400547,True,910-986-2027,james.m.pedersen@gmail.com,www.sandhillsmarines.org,1001
Sanford #1223,mcl-det-1223-nc,local,Det 1223,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Lee County,,nc_37105,VFW Post 5631: 1500 Veterans Way,Sanford,27330,35.49769,-79.17833,True,609-230-8217,jslimgreen@gmail.com,,1223
Shawn Knisley #983,mcl-det-983-nc,local,Det 983,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Harnett County,,nc_37085,St. Paul's in the Pines Episcopal Church 1800 St Paul Ave,Fayetteville,28304,35.094224,-79.01131,True,224-381-6671,comdt.fayettevillencmarines@gmail.com,,983
Stanly County #1021,mcl-det-1021-nc,local,Det 1021,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Stanly County,,nc_37167,VFW 2908: 119 Anderson Rd,Albemarle,28001,35.345185,-80.159581,True,661-317-7414,kentmedlin3669@gmail.com,,1021
Surry County #1322,mcl-det-1322-nc,local,Det 1322,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Floyd County,,va_51063,Franklin Heights Methodist Church: 428 South Franklin Road,Mt Airy,27030,36.507101,-80.608537,True,410-487-1112,travisyelton8491@gmail.com,,1322
Swansboro #1407,mcl-det-1407-nc,local,Det 1407,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Onslow County,,nc_37133,Swansboro Moose Lodge,161 Norris Rd,,34.706509,-77.148733,True, 910-812-2312,mclswansboro1407@hotmail.com,,1407
Table Rock #1197,mcl-det-1197-nc,local,Det 1197,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Cleveland County,,nc_37045,Timberwood Restaurant: 1501 Bethel Rd. Morganton,NC 28655,,35.745207,-81.689666,True,,marvin.kessel@yahoo.com,,1197
Tar Heel #733,mcl-det-733-nc,local,Det 733,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Wake County,,nc_37183,VFW Post 7383: 522 Ready Creek Rd,Cary,27513,35.774998,-78.768239,True,(864) 556-4057,remptyjar@aol.com,,733
Walter F Osborne  Jr #1298,mcl-det-1298-nc,local,Det 1298,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Alleghany County,,nc_37005,Sparta Town Hall Building: 304 S Main St,Sparta,28675,36.501938,-81.117482,True,336-200-2422,wesbringar34@gmail.com,,1298
Waynesborough #1350,mcl-det-1350-nc,local,Det 1350,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Wayne County,,nc_37191,American Legion Post 11 2973 US Hwy 117 S,Dudley,28333,35.320377,-78.036837,True,919-222-9706,ncmartian09@yahoo.com,,1350
Williams/Canter #1187,mcl-det-1187-nc,local,Det 1187,mcl_nc_37101,MCL,world-war-1,,NC,north-carolina,Wilkes County,,nc_37193,1002 Forester Ave,N Wilkesboro,28659,36.162921,-81.142144,True,336-258-0761,wccommandant@yahoo.com,,1187
Dakota Leathernecks #1419,mcl-det-1419-nd,local,Det 1419,mcl_nd_38017,MCL,world-war-1,,ND,north-dakota,Grant County,,nd_38037,Marine House 2333 I-94BL,Mandan,58554,46.82666,-100.889576,True,701-391-8272,geigerb_7@hotmail.com,,1419
Red River Raiders #1453,mcl-det-1453-nd,local,Det 1453,mcl_nd_38017,MCL,world-war-1,,ND,north-dakota,Cass County,,nd_38017,444 Sheyenne St,West Fargo,58078,46.871647,-96.904081,True,701-730-1615,bryan.watters@gmail.com,,1453
Red River Valley #776,mcl-det-776-nd,local,Det 776,mcl_nd_38017,MCL,world-war-1,,ND,north-dakota,Grand Forks County,,nd_38035,810 so.washington st.,grand forks,58201,47.913926,-97.045349,True,,,,776
Roughrider #435,mcl-det-435-nd,local,Det 435,mcl_nd_38017,MCL,world-war-1,,ND,north-dakota,Cass County,,nd_38017,405 MAIN,West Fargo,58078,46.87607,-96.892563,True,,,,435
Central Nebraska Detachment #1455,mcl-det-1455-ne,local,Det 1455,mcl_ne_31109,MCL,world-war-1,,NE,nebraska,Merrick County,,ne_31121,120 E 3rd St,Grand Island,68801,40.92632,-98.33939,True,308-391-0965,MDBARTTLETT@CHARTER.NET,,1455
Cornhusker #370,mcl-det-370-ne,local,Det 370,mcl_ne_31109,MCL,world-war-1,,NE,nebraska,Otoe County,,ne_31131,Rosie's Sports Bar and Grill  1501 Center Park Rd,Lincoln,,40.852056,-96.62519,True,402-416-7804,jacobfry37@gmail.com,,370
Cpl Douglas Zoerb #1466,mcl-det-1466-ne,local,Det 1466,mcl_ne_31109,MCL,world-war-1,,NE,nebraska,Sarpy County,,ne_31153,11690 S 216th St,Gretna,68028-4700,41.134995,-96.253327,True,,gretnamarinecorpsleague@gmail.com,,1466
Fremont Area #1275,mcl-det-1275-ne,local,Det 1275,mcl_ne_31109,MCL,world-war-1,,NE,nebraska,Saunders County,,ne_31155,Fremont DAV 137 N. D St,Fremont,68025,41.439725,-96.518863,True,402-720-2434,mcl1275house@gmail.com,,1275
Homestead Leathernecks #1430,mcl-det-1430-ne,local,Det 1430,mcl_ne_31109,MCL,world-war-1,,NE,nebraska,Pawnee County,,ne_31133,701 Dorsey Veterans Club,Beatrice,68310,40.284263,-96.744922,True,(402) 239-9695,,,1430
John Ramold #972,mcl-det-972-ne,local,Det 972,mcl_ne_31109,MCL,world-war-1,,NE,nebraska,Fremont County,,ia_19071,5633 I Road Table Creek Golf Course,NEBRASKA CITY,68410,40.671264,-95.929849,True,,jramold972@gmail.com,,972
Miguel Keith  #609,mcl-det-609-ne,local,Det 609,mcl_ne_31109,MCL,world-war-1,,NE,nebraska,Sarpy County,,ne_31153,VFW Post 2503: 8904 Military Rd,Omaha,68134,41.191658,-96.026662,True,402-278-8532,commandantmcl609@gmail.com,,609
Ash-Risley #761,mcl-det-761-nh,local,Det 761,mcl_nh_33013,MCL,world-war-1,,NH,new-hampshire,Carroll County,,nh_33003,Plain Jane's Rt 25,Rumney,,43.785054,-71.788275,True,,,mdennis132@adelphia.net,761
Cpl Richard Demers #1111,mcl-det-1111-nh,local,Det 1111,mcl_nh_33013,MCL,world-war-1,,NH,new-hampshire,Oxford County,,me_23017,Berlin VFW 1107 Main St,Berlin,03570,44.479995,-71.169616,True,,dubeynh318@gmail.com,,1111
Gary S Dillon #734,mcl-det-734-nh,local,Det 734,mcl_nh_33013,MCL,world-war-1,,NH,new-hampshire,Merrimack County,,nh_33013,Old Town Hall 91 Bow Center Rd,Bow,03304,43.132771,-71.547625,True,603-213-8071,mcldet734@gmail.com,,734
Granite State #542,mcl-det-542-nh,local,Det 542,mcl_nh_33013,MCL,world-war-1,,NH,new-hampshire,Merrimack County,,nh_33013,ACGS 1 Sundial Ave Suite 317,Manchester,03103,42.983928,-71.47233,True,(H) 603-867-2576 (C) 603-782-3077,anthonyduo@earthlink.net,,542
Lakes Region #506,mcl-det-506-nh,local,Det 506,mcl_nh_33013,MCL,world-war-1,,NH,new-hampshire,Carroll County,,nh_33003,1 Circle Dr,Meredith,03253,43.666445,-71.501883,True,,ghaddock@aol.com,,506
Seacoast #394,mcl-det-394-nh,local,Det 394,mcl_nh_33013,MCL,world-war-1,,NH,new-hampshire,Rockingham County,,nh_33015,American Legion Post 6 96 Islington St,Portsmouth,03801,43.077354,-70.762556,True,603-740-9105,dick_lak@comcast.net,,394
Twin State #1010,mcl-det-1010-nh,local,Det 1010,mcl_nh_33013,MCL,world-war-1,,NH,new-hampshire,Sullivan County,,nh_33019,Old Soldiers Building31 N Park St,Lebanon,03766,43.643164,-72.251007,True,802--999-0920,tarwen43@gmail.com,,1010
1775 #825,mcl-det-825-nj,local,Det 825,mcl_nj_34021,MCL,world-war-1,,NJ,new-jersey,Camden County,,nj_34007,American Legion Post 84,705 Newton Ave,,39.905297,-75.087421,True,856-296-0145,bbhog8@aol.com,,825
Air Land Sea #710,mcl-det-710-nj,local,Det 710,mcl_nj_34021,MCL,world-war-1,,NJ,new-jersey,Passaic County,,nj_34031,American Legion Post #129 434 Carmita Ave,Rutherford,07070,40.827564,-74.120178,True,201-856-0355,marqfive@comcast.net,,710
Cape-Atlantic #194,mcl-det-194-nj,local,Det 194,mcl_nj_34021,MCL,world-war-1,,NJ,new-jersey,Atlantic County,,nj_34001,Cape-Atlantic Detachment 731 Great Creek Rd,Galloway Twp,08205,39.468631,-74.455644,True,609-839-2183,tomwalshusmc@gmail.com,,194
Central Jersey Leathernecks #868,mcl-det-868-nj,local,Det 868,mcl_nj_34021,MCL,world-war-1,,NJ,new-jersey,Essex County,,nj_34013,American Legion Post 229 115 Grove St Roselle,,07207,40.65734,-74.278395,True,9089562060,gerardvittitoe@gmail.com,,868
Cpl Kevin J Reinhard #189,mcl-det-189-nj,local,Det 189,mcl_nj_34021,MCL,world-war-1,,NJ,new-jersey,Richmond County,,ny_36085,AVENEL V.F.W.: 60W Park Ave,Avenel,07001,40.563883,-74.273666,True,908-930-9713,njdevildog@comcast.net,,189
Cpl Philip A Reynolds #203,mcl-det-203-nj,local,Det 203,mcl_nj_34021,MCL,world-war-1,,NJ,new-jersey,Monmouth County,,nj_34025,Freehold Elks Lodge: 73 E. Main St,Freehold,07728,40.263002,-74.270522,True,732-216-7960,jimmykrause@icloud.com,,203
Cpl William H Smith #667,mcl-det-667-nj,local,Det 667,mcl_nj_34021,MCL,world-war-1,,NJ,new-jersey,Ocean County,,nj_34029,VFW Post 9503,383 Veterans Blvd,,39.890661,-74.190277,True,732-674-7504,bmeola892@comcast.net,,667
Franklin Twp. Devil Dogs #1235,mcl-det-1235-nj,local,Det 1235,mcl_nj_34021,MCL,world-war-1,,NJ,new-jersey,Salem County,,nj_34033,VFW Post 2071: 2179 Delsea Dr.,Franklinville,08322,39.609866,-75.074068,True,856-723-2981,commandant1235@gmail.com,,1235
Garden State Detachment #1273,mcl-det-1273-nj,local,Det 1273,mcl_nj_34021,MCL,world-war-1,,NJ,new-jersey,Atlantic County,,nj_34001,313 Washington St,Carlstadt,07072-1109,39.630283,-74.335085,True,908-809-8835,mclmoddtool@gmail.com,,1273
Gooney Bird #434,mcl-det-434-nj,local,Det 434,mcl_nj_34021,MCL,world-war-1,,NJ,new-jersey,New York County,,ny_36061,650 American Legion Dr,Teaneck,07666,40.88643,-74.022694,True,(H) 201-768-8871 (C) 201-560-8455,jah21344@aol.com,,434
GySgt James Paige #1127,mcl-det-1127-nj,local,Det 1127,mcl_nj_34021,MCL,world-war-1,,NJ,new-jersey,Somerset County,,nj_34035,485 Cranbury Rd,East Brunswick,08816,40.42405,-74.408892,True,732-545-8150,,,1127
Hunterdon County Bulldogs #927,mcl-det-927-nj,local,Det 927,mcl_nj_34021,MCL,world-war-1,,NJ,new-jersey,Warren County,,nj_34041,VFW POST 5119,179 Main St,,40.703372,-74.944891,True,908-655-6061,tracy.femvetusmc@gmail.com,,927
J J Gardner #199,mcl-det-199-nj,local,Det 199,mcl_nj_34021,MCL,world-war-1,,NJ,new-jersey,Union County,,nj_34039,American Legion,243 Oak Tree Ave,,40.580146,-74.4062,True,732-672-0683,michael.dalton@citi.com,,199
