title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,meeting_time,meeting_place,status,last_verified
DAV Chapter 66 - Bolivar Memorial #66,dav-chapter-66-mo,local,Chapter 66,dav,DAV,world-war-1,World War I,MO,missouri,Polk County,polk-county,mo_29167,1250 E Wollard St,Bolivar,65613,37.5912736,-93.3992766,true,417-326-6747,,http://www.davmembersportal.org/chapters/MO/66,,,,,,66,"Fourth, Saturday, 1:00PM","1250 E Wollard St, Bolivar, MO 65613",,
DAV Chapter 67 - Eugene S Hurt #67,dav-chapter-67-mo,local,Chapter 67,dav,DAV,world-war-1,World War I,MO,missouri,Bates County,bates-county,mo_29013,802 Elks Dr,Butler,64730,38.3216754,-94.315422,true,816-518-3264,,http://www.davmembersportal.org/chapters/MO/67,,,,,,67,"Third, Wednesday, 1:00PM","802 Elks Dr, Butler, MO 64730",,
DAV Chapter 68 - Veterans City #68,dav-chapter-68-mo,local,Chapter 68,dav,DAV,world-war-1,World War I,MO,missouri,Taney County,taney-county,mo_29213,3551 Shephard of the Hills Pkwy,Branson,65616,36.6527553,-93.2851253,true,417-243-2324,,http://www.davmembersportal.org/chapters/MO/68,,,,,,68,"First, Monday, 6:00PM","3551 Shephard of the Hills Pkwy, Branson, MO 65616",,
DAV Chapter 5 - R W Veal #5,dav-chapter-5-ms,local,Chapter 5,dav,DAV,world-war-1,World War I,MS,mississippi,Harrison County,harrison-county,ms_28047,x,Gulfport,39501,,,false,323-497-2450,,http://www.davmembersportal.org/chapters/MS/05,,,,,,5,"Monday, 6:00PM","x, Gulfport, MS 39501",,
DAV Chapter 6 - Lowndes County #6,dav-chapter-6-ms,local,Chapter 6,dav,DAV,world-war-1,World War I,MS,mississippi,Lowndes County,lowndes-county,ms_28087,164 Harris Dr,Columbus,39705,,,false,662-418-2670,,http://www.davmembersportal.org/chapters/MS/06,,,,,,6,"Monday, 7:00PM","164 Harris Dr, Columbus, MS 39705",,
DAV Chapter 11 - Spencer H Dawson #11,dav-chapter-11-ms,local,Chapter 11,dav,DAV,world-war-1,World War I,MS,mississippi,Rankin County,rankin-county,ms_28121,2420 Old Brandon Road,Pearl,39232,32.3278095,-90.164824,true,601-942-9092,,http://www.davmembersportal.org/chapters/MS/11,,,,,,11,"Third, Thursday, 6:00PM","2420 Old Brandon Road, Pearl, MS 39232",,
DAV Chapter 17 - Milton P Hunter #17,dav-chapter-17-ms,local,Chapter 17,dav,DAV,world-war-1,World War I,MS,mississippi,Jackson County,jackson-county,ms_28059,900 De La Pointe Dr,Gautier,39553,30.3969392,-88.777511,true,228-249-2127,,http://www.davmembersportal.org/chapters/MS/17,,,,,,17,"Last, Wednesday, 6:30PM","900 De La Pointe Dr, Gautier, MS 39553",,
DAV Chapter 26 - Calhoun Co #26,dav-chapter-26-ms,local,Chapter 26,dav,DAV,world-war-1,World War I,MS,mississippi,Webster County,webster-county,ms_28155,American Legion #50,Calhoun City,38916,33.8553915,-89.31146129999999,true,662-800-4764,,http://www.davmembersportal.org/chapters/MS/26,,,,,,26,"Second, Monday, 6:30PM","American Legion #50, Calhoun City, MS 38916",,
DAV Chapter 37 - Stewart G Smith #37,dav-chapter-37-ms,local,Chapter 37,dav,DAV,world-war-1,World War I,MS,mississippi,Winston County,winston-county,ms_28159,715 Fairground Rd.,Kosciusko,39090,,,false,662-289-9198,,http://www.davmembersportal.org/chapters/MS/37,,,,,,37,"Monday, 6:00PM","715 Fairground Rd., Kosciusko, MS 39090",,
DAV Chapter 43 - Lee County #43,dav-chapter-43-ms,local,Chapter 43,dav,DAV,world-war-1,World War I,MS,mississippi,Pontotoc County,pontotoc-county,ms_28115,1494 S Veterans Blvd,Tupelo,38801,,,false,662-963-0480,,http://www.davmembersportal.org/chapters/MS/43,,,,,,43,"Third, Monday, 7:00PM","1494 S Veterans Blvd, Tupelo, MS 38801",,
DAV Chapter 48 - D J De Priest #48,dav-chapter-48-ms,local,Chapter 48,dav,DAV,world-war-1,World War I,MS,mississippi,Pontotoc County,pontotoc-county,ms_28115,125 Veterans Dr,Oxford,38655,,,false,662-816-8176,,http://www.davmembersportal.org/chapters/MS/48,,,,,,48,"Third, Saturday, 1:00PM","125 Veterans Dr, Oxford, MS 38655",,
DAV Chapter 56 - Meridian #56,dav-chapter-56-ms,local,Chapter 56,dav,DAV,world-war-1,World War I,MS,mississippi,Lauderdale County,lauderdale-county,ms_28075,4101 19th St,Meridian,39307,,,false,601-483-1432,,http://www.davmembersportal.org/chapters/MS/56,,,,,,56,"Third, Tuesday, 7:00PM","4101 19th St, Meridian, MS 39307",,
DAV Chapter 59 - Jones County #59,dav-chapter-59-ms,local,Chapter 59,dav,DAV,world-war-1,World War I,MS,mississippi,Jones County,jones-county,ms_28067,920 Hillcrest Dr,Laurel,39440,,,false,228-365-0780,,http://www.davmembersportal.org/chapters/MS/59,,,,,,59,"First, Monday, 6:00PM","920 Hillcrest Dr, Laurel, MS 39440",,
DAV Chapter 61 - Amory #61,dav-chapter-61-ms,local,Chapter 61,dav,DAV,world-war-1,World War I,MS,mississippi,Monroe County,monroe-county,ms_28095,"1120 Legion Drive, Veterans Hut",Amory,38821,,,false,662-825-1881,,http://www.davmembersportal.org/chapters/MS/61,,,,,,61,"1st Thursday, 12:00 PM","1120 Legion Drive, Veterans Hut, Amory, MS 38821",defunct,2026-04-29
DAV Chapter 62 - Hattiesburg #62,dav-chapter-62-ms,local,Chapter 62,dav,DAV,world-war-1,World War I,MS,mississippi,,,ms_unknown,220 W Front St,Hattiesburg,39401,,,false,601-596-5620,,http://www.davmembersportal.org/chapters/MS/62,,,,,,62,"First, Thursday, 6:00PM","220 W Front St, Hattiesburg, MS 39401",,
DAV Chapter 63 - Ronald Ray Wilburn #63,dav-chapter-63-ms,local,Chapter 63,dav,DAV,world-war-1,World War I,MS,mississippi,,,ms_unknown,506 East 2nd Street,Clarksdale,38614,,,false,916-693-8737,,http://www.davmembersportal.org/chapters/MS/63,,,,,,63,"First, Saturday, 12:00PM","506 East 2nd Street, Clarksdale, MS 38614",,
DAV Chapter 2 - Great Falls #2,dav-chapter-2-mt,local,Chapter 2,dav,DAV,world-war-1,World War I,MT,montana,Cascade County,cascade-county,mt_30013,500 First Ave S,Great Falls,59401,,,false,406-452-5803,,http://www.davmembersportal.org/chapters/MT/02,,,,,,2,"Second, Monday, 6:30PM","500 First Ave S, Great Falls, MT 59401",,
DAV Chapter 3 - Lewis - Clark #3,dav-chapter-3-mt,local,Chapter 3,dav,DAV,world-war-1,World War I,MT,montana,Lewis And Clark County,lewis-and-clark-county,mt_30049,2201 North Benton Ave,Helena,59601,,,false,406-600-2254,,http://www.davmembersportal.org/chapters/MT/03,,,,,,3,"Fourth, Thursday, 6:00PM","2201 North Benton Ave, Helena, MT 59601",,
DAV Chapter 4 - Flathead #4,dav-chapter-4-mt,local,Chapter 4,dav,DAV,world-war-1,World War I,MT,montana,Flathead County,flathead-county,mt_30029,1st Ave West,Kalispell,59901,48.1949341,-114.3144903,true,406-982-5138,,http://www.davmembersportal.org/chapters/MT/04,,,,,,4,"Third, Thursday, 6:30PM","1st Ave West, Kalispell, MT 59901",,
DAV Chapter 6 - Butte #6,dav-chapter-6-mt,local,Chapter 6,dav,DAV,world-war-1,World War I,MT,montana,Silver Bow County,silver-bow-county,mt_30093,206 W Galena St,Butte,59701,,,false,406-782-3719,,http://www.davmembersportal.org/chapters/MT/06,,,,,,6,"Second, Tuesday, 7:00PM","206 W Galena St, Butte, MT 59701",,
DAV Chapter 14 - Havre #14,dav-chapter-14-mt,local,Chapter 14,dav,DAV,world-war-1,World War I,MT,montana,,,mt_unknown,321 2nd St,Havre,59501,,,false,406-265-2749,,http://www.davmembersportal.org/chapters/MT/14,,,,,,14,"Third, Thursday, 7:00PM","321 2nd St, Havre, MT 59501",,
DAV Chapter 1 - Woodrow Wilson #1,dav-chapter-1-nc,local,Chapter 1,dav,DAV,world-war-1,World War I,NC,north-carolina,Wake County,wake-county,nc_37183,1700 Hodge Road,Knightdale,27545,,,false,919-217-8710,,http://www.davmembersportal.org/chapters/NC/01,,,,,,1,"First, Tuesday, 7:00PM","1700 Hodge Road, Knightdale, NC 27545",,
DAV Chapter 4 - Joseph Coble #4,dav-chapter-4-nc,local,Chapter 4,dav,DAV,world-war-1,World War I,NC,north-carolina,Guilford County,guilford-county,nc_37081,227 Williams St,Burlington,27215,,,false,336-260-8446,,http://www.davmembersportal.org/chapters/NC/04,,,,,,4,"Second, Monday, 6:30PM","227 Williams St, Burlington, NC 27215",,
DAV Chapter 5 - Michael J Thomas #5,dav-chapter-5-nc,local,Chapter 5,dav,DAV,world-war-1,World War I,NC,north-carolina,Moore County,moore-county,nc_37125,1500 Veterans Way,Sanford,27330,,,false,910-986-6313,,http://www.davmembersportal.org/chapters/NC/05,,,,,,5,"First, Thursday, 7:00PM","1500 Veterans Way, Sanford, NC 27330",,
DAV Chapter 6 - Tri-County #6,dav-chapter-6-nc,local,Chapter 6,dav,DAV,world-war-1,World War I,NC,north-carolina,Caldwell County,caldwell-county,nc_37027,4113 Hickory Nut Ridge Rd,Hudson,28638,35.827115,-81.5211353,true,828-729-8501,,http://www.davmembersportal.org/chapters/NC/06,,,,,,6,"First, Thursday, 6:00PM","4113 Hickory Nut Ridge Rd, Hudson, NC 28638",,
DAV Chapter 7 - Lumberton #7,dav-chapter-7-nc,local,Chapter 7,dav,DAV,world-war-1,World War I,NC,north-carolina,Robeson County,robeson-county,nc_37155,2330 Nc Hwy 41 S,Lumberton,28359,,,false,910-827-9854,,http://www.davmembersportal.org/chapters/NC/07,,,,,,7,"First, Tuesday, 7:00PM","2330 Nc Hwy 41 S, Lumberton, NC 28359",,
DAV Chapter 8 - Wilson Co #8,dav-chapter-8-nc,local,Chapter 8,dav,DAV,world-war-1,World War I,NC,north-carolina,,,nc_unknown,249 Nash St N,Wilson,27893,,,false,252-281-1495,,http://www.davmembersportal.org/chapters/NC/08,,,,,,8,"Second, Monday, 11:00AM","249 Nash St N, Wilson, NC 27893",,
DAV Chapter 9 - Robt G Tate #9,dav-chapter-9-nc,local,Chapter 9,dav,DAV,world-war-1,World War I,NC,north-carolina,Forsyth County,forsyth-county,nc_37067,111 Miller St,Winston Salem,27103,36.1039642,-80.254435,true,336-546-7505,,http://www.davmembersportal.org/chapters/NC/09,,,,,,9,"Third, Tuesday, 6:00PM","111 Miller St, Winston Salem, NC 27103",,
DAV Chapter 10 - Queen City #10,dav-chapter-10-nc,local,Chapter 10,dav,DAV,world-war-1,World War I,NC,north-carolina,Mecklenburg County,mecklenburg-county,nc_37119,2831 The Plaza,Charlotte,28205,,,false,504-914-1946,,http://www.davmembersportal.org/chapters/NC/10,,,,,,10,"Third, Thursday, 7:00PM","2831 The Plaza, Charlotte, NC 28205",,
DAV Chapter 11 - Wilmington #11,dav-chapter-11-nc,local,Chapter 11,dav,DAV,world-war-1,World War I,NC,north-carolina,New Hanover County,new-hanover-county,nc_37129,4601 Park Ave,Wilmington,28403,,,false,910-313-2190,,http://www.davmembersportal.org/chapters/NC/11,,,,,,11,"Second, Tuesday, 2:00PM","4601 Park Ave, Wilmington, NC 28403",,
DAV Chapter 12 - Stanly Co #12,dav-chapter-12-nc,local,Chapter 12,dav,DAV,world-war-1,World War I,NC,north-carolina,Stanly County,stanly-county,nc_37167,119 Anderson Rd,Albemarle,28001,35.3351367,-80.2253685,true,704-961-2608,,http://www.davmembersportal.org/chapters/NC/12,,,,,,12,"Fourth, Thursday, 7:00PM","119 Anderson Rd, Albemarle, NC 28001",,
DAV Chapter 14 - Beddngfld-Shytle #14,dav-chapter-14-nc,local,Chapter 14,dav,DAV,world-war-1,World War I,NC,north-carolina,Polk County,polk-county,nc_37149,216 4th Ave W.,Hendersonville,28739,35.3466366,-82.43161889999999,true,828-301-0436,,http://www.davmembersportal.org/chapters/NC/14,,,,,,14,"Third Fourth, Tuesday, 1:00PM","216 4th Ave W., Hendersonville, NC 28739",,
DAV Chapter 16 - Onslow County #16,dav-chapter-16-nc,local,Chapter 16,dav,DAV,world-war-1,World War I,NC,north-carolina,Onslow County,onslow-county,nc_37133,300 Sherwood Rd,Jacksonville,28540,,,false,921-445-3400,,http://www.davmembersportal.org/chapters/NC/16,,,,,,16,"Last, Monday, 6:00PM","300 Sherwood Rd, Jacksonville, NC 28540",,
DAV Chapter 17 - Hoke County #17,dav-chapter-17-nc,local,Chapter 17,dav,DAV,world-war-1,World War I,NC,north-carolina,Hoke County,hoke-county,nc_37093,145 Hanger Ln,Raeford,28376,,,false,336-448-3916,,http://www.davmembersportal.org/chapters/NC/17,,,,,,17,"Third, Monday, 7:00PM","145 Hanger Ln, Raeford, NC 28376",,
DAV Chapter 18 - Byers Moorhd Glv #18,dav-chapter-18-nc,local,Chapter 18,dav,DAV,world-war-1,World War I,NC,north-carolina,Rutherford County,rutherford-county,nc_37161,1138 E Marion St,Shelby,28150,,,false,704-472-9821,,http://www.davmembersportal.org/chapters/NC/18,,,,,,18,"Second, Thursday, 7:00PM","1138 E Marion St, Shelby, NC 28150",,
DAV Chapter 20 - Guilford County #20,dav-chapter-20-nc,local,Chapter 20,dav,DAV,world-war-1,World War I,NC,north-carolina,Guilford County,guilford-county,nc_37081,4404 Landview Drive,Greensboro,27401,,,false,336-344-0555,,http://www.davmembersportal.org/chapters/NC/20,,,,,,20,"Third, Tuesday, 5:30PM","4404 Landview Drive, Greensboro, NC 27401",,
DAV Chapter 21 - Schackner Whitley #21,dav-chapter-21-nc,local,Chapter 21,dav,DAV,world-war-1,World War I,NC,north-carolina,Durham County,durham-county,nc_37063,406 E Trinity Ave,Durham,27701,,,false,317-698-4878,,http://www.davmembersportal.org/chapters/NC/21,,,,,,21,"First, Tuesday, 4:00PM","406 E Trinity Ave, Durham, NC 27701",,
DAV Chapter 25 - Rutherford Co #25,dav-chapter-25-nc,local,Chapter 25,dav,DAV,world-war-1,World War I,NC,north-carolina,Rutherford County,rutherford-county,nc_37161,890 Withrow Rd,Forest City,28043,35.3456732,-81.9079265,true,828-442-5781,,http://www.davmembersportal.org/chapters/NC/25,,,,,,25,"Second, Monday, 7:00PM","890 Withrow Rd, Forest City, NC 28043",,
DAV Chapter 26 - Havelock #26,dav-chapter-26-nc,local,Chapter 26,dav,DAV,world-war-1,World War I,NC,north-carolina,Craven County,craven-county,nc_37049,103 Trader Ave.,Havelock,28532,34.8852909,-76.91653230000001,true,252-652-9166,,http://www.davmembersportal.org/chapters/NC/26,,,,,,26,"Third, Wednesday, 6:30PM","103 Trader Ave., Havelock, NC 28532",,
DAV Chapter 27 - Concord #27,dav-chapter-27-nc,local,Chapter 27,dav,DAV,world-war-1,World War I,NC,north-carolina,Cabarrus County,cabarrus-county,nc_37025,2400 Rock Hill Church Rd,Concord,28027,35.3969021,-80.6182851,true,704-564-1541,,http://www.davmembersportal.org/chapters/NC/27,,,,,,27,"Second, Monday, 11:00AM","2400 Rock Hill Church Rd, Concord, NC 28027",,
DAV Chapter 33 - Maj E P Robinson #33,dav-chapter-33-nc,local,Chapter 33,dav,DAV,world-war-1,World War I,NC,north-carolina,Wilkes County,wilkes-county,nc_37193,315 DAV Rd,Hays,28635,,,false,336-838-2566,,http://www.davmembersportal.org/chapters/NC/33,,,,,,33,"1st Monday, 1:00 PM","315 DAV Rd, Hays, NC 28635",defunct,2026-04-29
DAV Chapter 34 - Hickory #34,dav-chapter-34-nc,local,Chapter 34,dav,DAV,world-war-1,World War I,NC,north-carolina,Catawba County,catawba-county,nc_37035,882 21st St Dr SE,Hickory,28602,35.7164704,-81.2847156,true,828-238-8248,,http://www.davmembersportal.org/chapters/NC/34,,,,,,34,"First, Thursday, 7:00PM","882 21st St Dr SE, Hickory, NC 28602",,
DAV Chapter 35 - Whiteville #35,dav-chapter-35-nc,local,Chapter 35,dav,DAV,world-war-1,World War I,NC,north-carolina,Columbus County,columbus-county,nc_37047,1028 S Madison St,Whiteville,28472,34.342008,-78.7092979,true,910-499-6202,,http://www.davmembersportal.org/chapters/NC/35,,,,,,35,"1st Thursday, 6:30 PM","1028 S Madison St, Whiteville, NC 28472",defunct,2026-04-29
DAV Chapter 37 - Pitt County #37,dav-chapter-37-nc,local,Chapter 37,dav,DAV,world-war-1,World War I,NC,north-carolina,Pitt County,pitt-county,nc_37147,1410 South Evans Street,Greenville,27834,,,false,252-945-9743,,http://www.davmembersportal.org/chapters/NC/37,,,,,,37,"Second, Tuesday, 7:00PM","1410 South Evans Street, Greenville, NC 27834",,
DAV Chapter 38 - Ernest Mcalister #38,dav-chapter-38-nc,local,Chapter 38,dav,DAV,world-war-1,World War I,NC,north-carolina,Randolph County,randolph-county,nc_37151,1070 East Dixie Dr,Ashboro,27203,35.693045,-79.79614099999999,true,336-736-1156,,http://www.davmembersportal.org/chapters/NC/38,,,,,,38,"Second, Tuesday, 7:00PM","1070 East Dixie Dr, Ashboro, NC 27203",,
DAV Chapter 40 - Craven County #40,dav-chapter-40-nc,local,Chapter 40,dav,DAV,world-war-1,World War I,NC,north-carolina,Pamlico County,pamlico-county,nc_37137,"American Legion Post 24
2107 S. Glen Burnie Road",New Bern,28562,35.1068428,-77.0398762,true,252-636-2789,,http://www.davmembersportal.org/chapters/NC/40,,,,,,40,"Fourth, Thursday, 6:00PM","American Legion Post 24
2107 S. Glen Burnie Road, New Bern, NC 28562",,
DAV Chapter 43 - Morganton #43,dav-chapter-43-nc,local,Chapter 43,dav,DAV,world-war-1,World War I,NC,north-carolina,Mcdowell County,mcdowell-county,nc_37111,2779 DAV Ave,Morganton,28655,,,false,828-544-5164,,http://www.davmembersportal.org/chapters/NC/43,,,,,,43,"Fourth, Thursday, 7:00PM","2779 DAV Ave, Morganton, NC 28655",,
DAV Chapter 44 - Johnston Co #44,dav-chapter-44-nc,local,Chapter 44,dav,DAV,world-war-1,World War I,NC,north-carolina,Johnston County,johnston-county,nc_37101,601 W Noble St,Selma,27576,,,false,919-300-1263,,http://www.davmembersportal.org/chapters/NC/44,,,,,,44,"Fourth, Monday, 7:00PM","601 W Noble St, Selma, NC 27576",,
DAV Chapter 45 - Donald H Kirkman #45,dav-chapter-45-nc,local,Chapter 45,dav,DAV,world-war-1,World War I,NC,north-carolina,Wayne County,wayne-county,nc_37191,212 E Mulberry St,Goldsboro,27530,,,false,919-736-3015,,http://www.davmembersportal.org/chapters/NC/45,,,,,,45,"Second, Thursday, 7:00PM","212 E Mulberry St, Goldsboro, NC 27530",,
DAV Chapter 46 - Cumberland Co #46,dav-chapter-46-nc,local,Chapter 46,dav,DAV,world-war-1,World War I,NC,north-carolina,Cumberland County,cumberland-county,nc_37051,520 Johnson St,Fayetteville,28303,35.0742206,-78.8924896,true,910-868-2251,,http://www.davmembersportal.org/chapters/NC/46,,,,,,46,"Fourth, Thursday, 7:00PM","520 Johnson St, Fayetteville, NC 28303",,
DAV Chapter 47 - Robeson County #47,dav-chapter-47-nc,local,Chapter 47,dav,DAV,world-war-1,World War I,NC,north-carolina,Robeson County,robeson-county,nc_37155,1508 Union Chapel Rd,Pembroke,28372,34.693117,-79.1742581,true,910-733-6375,,http://www.davmembersportal.org/chapters/NC/47,,,,,,47,"1st Tuesday, 7:00 PM","1508 Union Chapel Rd, Pembroke, NC 28372",defunct,2026-04-29
DAV Chapter 48 - Beaufort County #48,dav-chapter-48-nc,local,Chapter 48,dav,DAV,world-war-1,World War I,NC,north-carolina,Pitt County,pitt-county,nc_37147,113 N Harvey St,Washington,27889,35.54655169999999,-77.0521742,true,252-943-7813,,http://www.davmembersportal.org/chapters/NC/48,,,,,,48,"Second, Monday, 6:00PM","113 N Harvey St, Washington, NC 27889",,
DAV Chapter 53 - Clinton Deyton #53,dav-chapter-53-nc,local,Chapter 53,dav,DAV,world-war-1,World War I,NC,north-carolina,Lincoln County,lincoln-county,nc_37109,508 Howards Creek School Rd,Lincolnton,28092,,,false,704-735-7749,,http://www.davmembersportal.org/chapters/NC/53,,,,,,53,"Thursday, 6:00PM","508 Howards Creek School Rd, Lincolnton, NC 28092",,
DAV Chapter 55 - Twin County #55,dav-chapter-55-nc,local,Chapter 55,dav,DAV,world-war-1,World War I,NC,north-carolina,Nash County,nash-county,nc_37127,2731 N Church St,Rocky Mount,27804,,,false,252-210-4457,,http://www.davmembersportal.org/chapters/NC/55,,,,,,55,"Third, Tuesday, 6:30PM","2731 N Church St, Rocky Mount, NC 27804",,
DAV Chapter 57 - Sgt E L Randolph #57,dav-chapter-57-nc,local,Chapter 57,dav,DAV,world-war-1,World War I,NC,north-carolina,Yancey County,yancey-county,nc_37199,"Masonic Lodge 717
23 Robertson Street",Burnsville,28714,,,false,443-518-0159,,http://www.davmembersportal.org/chapters/NC/57,,,,,,57,"First, Saturday, 9:00AM","Masonic Lodge 717
23 Robertson Street, Burnsville, NC 28714",,
DAV Chapter 58 - Mitchell County #58,dav-chapter-58-nc,local,Chapter 58,dav,DAV,world-war-1,World War I,NC,north-carolina,Yancey County,yancey-county,nc_37199,72 Ledger School Rd,Bakersville,28705,,,false,828-260-8846,,http://www.davmembersportal.org/chapters/NC/58,,,,,,58,"Second, Saturday, 6:00PM","72 Ledger School Rd, Bakersville, NC 28705",,
DAV Chapter 59 - Wm F Ingram #59,dav-chapter-59-nc,local,Chapter 59,dav,DAV,world-war-1,World War I,NC,north-carolina,Scotland County,scotland-county,nc_37165,613 Hwy 177 South,Hamlet,28345,34.8963122,-79.6918907,true,910-503-0052,,http://www.davmembersportal.org/chapters/NC/59,,,,,,59,"Second, Tuesday, 6:30PM","613 Hwy 177 South, Hamlet, NC 28345",,
DAV Chapter 60 - Mt Holly-Belmont #60,dav-chapter-60-nc,local,Chapter 60,dav,DAV,world-war-1,World War I,NC,north-carolina,Gaston County,gaston-county,nc_37071,2300 E Franklin Ln,Gastonia,28054,,,false,704-678-2099,,http://www.davmembersportal.org/chapters/NC/60,,,,,,60,"Third, Monday, 5:00PM","2300 E Franklin Ln, Gastonia, NC 28054",,
DAV Chapter 61 - F E Walker Sr-Jr #61,dav-chapter-61-nc,local,Chapter 61,dav,DAV,world-war-1,World War I,NC,north-carolina,Surry County,surry-county,nc_37171,767 W Lebanon St,Mount Airy,27030,36.5163149,-80.6189241,true,336-789-0328,,http://www.davmembersportal.org/chapters/NC/61,,,,,,61,"Third, Tuesday, 7:00PM","767 W Lebanon St, Mount Airy, NC 27030",,
DAV Chapter 62 - Huriel L. Moore #62,dav-chapter-62-nc,local,Chapter 62,dav,DAV,world-war-1,World War I,NC,north-carolina,,,nc_unknown,167 Us Hwy 64 W,Plymouth,27962,,,false,252-505-1743,,http://www.davmembersportal.org/chapters/NC/62,,,,,,62,"Tuesday, 7:00PM","167 Us Hwy 64 W, Plymouth, NC 27962",,
DAV Chapter 63 - Rockingham Co #63,dav-chapter-63-nc,local,Chapter 63,dav,DAV,world-war-1,World War I,NC,north-carolina,Rockingham County,rockingham-county,nc_37157,525 Hwy 65 Ste 210,Reidsville,27320,36.3934796,-79.7553241,true,336-432-0891,,http://www.davmembersportal.org/chapters/NC/63,,,,,,63,"Second, Monday, 6:00PM","525 Hwy 65 Ste 210, Reidsville, NC 27320",,
DAV Chapter 64 - K J Eyer Jr #64,dav-chapter-64-nc,local,Chapter 64,dav,DAV,world-war-1,World War I,NC,north-carolina,Pasquotank County,pasquotank-county,nc_37139,514 Cardwell St,Elizabeth City,27909,,,false,603-630-6973,,http://www.davmembersportal.org/chapters/NC/64,,,,,,64,"First, Tuesday, 7:00PM","514 Cardwell St, Elizabeth City, NC 27909",,
DAV Chapter 68 - H Littlefield #68,dav-chapter-68-nc,local,Chapter 68,dav,DAV,world-war-1,World War I,NC,north-carolina,Iredell County,iredell-county,nc_37097,218 Bakery St,Statesville,28677,,,false,704-437-2866,,http://www.davmembersportal.org/chapters/NC/68,,,,,,68,"Fourth, Saturday, 1:00PM","218 Bakery St, Statesville, NC 28677",,
DAV Chapter 72 - Person County #72,dav-chapter-72-nc,local,Chapter 72,dav,DAV,world-war-1,World War I,NC,north-carolina,Person County,person-county,nc_37145,218 Chub Lake St,Roxboro,27573,36.3960812,-78.986673,true,336-322-0900,,http://www.davmembersportal.org/chapters/NC/72,,,,,,72,"Third, Thursday, 6:00PM","218 Chub Lake St, Roxboro, NC 27573",,
DAV Chapter 73 - Murphy #73,dav-chapter-73-nc,local,Chapter 73,dav,DAV,world-war-1,World War I,NC,north-carolina,Clay County,clay-county,nc_37043,63 Drew Taylor Rd,Murphy,28906,35.0766954,-83.9576894,true,828-361-9456,,http://www.davmembersportal.org/chapters/NC/73,,,,,,73,"1st Monday, 6:30 PM","63 Drew Taylor Rd, Murphy, NC 28906",defunct,2026-04-29
DAV Chapter 74 - William M Stone #74,dav-chapter-74-nc,local,Chapter 74,dav,DAV,world-war-1,World War I,NC,north-carolina,Harnett County,harnett-county,nc_37085,100 West F Street,Erwin,28339,35.32626279999999,-78.67727099999999,true,910-502-3288,,http://www.davmembersportal.org/chapters/NC/74,,,,,,74,"Second, Tuesday, 7:00PM","100 West F Street, Erwin, NC 28339",,
DAV Chapter 75 - Davie County #75,dav-chapter-75-nc,local,Chapter 75,dav,DAV,world-war-1,World War I,NC,north-carolina,Iredell County,iredell-county,nc_37097,1958 U.S. 601 South,Mocksville,27028,35.8501621,-80.5494658,true,336-258-0812,,http://www.davmembersportal.org/chapters/NC/75,,,,,,75,"First, Monday, 6:00PM","1958 U.S. 601 South, Mocksville, NC 27028",,
DAV Chapter 80 - Ashe County #80,dav-chapter-80-nc,local,Chapter 80,dav,DAV,world-war-1,World War I,NC,north-carolina,Ashe County,ashe-county,nc_37009,446 Ashe Park Rd,Jefferson,28640,36.4334535,-81.46841100000002,true,828-260-9376,,http://www.davmembersportal.org/chapters/NC/80,,,,,,80,"Second, Monday, 6:00PM","446 Ashe Park Rd, Jefferson, NC 28640",,
DAV Chapter 83 - Moore County #83,dav-chapter-83-nc,local,Chapter 83,dav,DAV,world-war-1,World War I,NC,north-carolina,Moore County,moore-county,nc_37125,350 Legion Hut Rd,Carthage,28327,,,false,910-947-2821,,http://www.davmembersportal.org/chapters/NC/83,,,,,,83,"First, Tuesday, 7:00PM","350 Legion Hut Rd, Carthage, NC 28327",,
DAV Chapter 84 - Alexander County #84,dav-chapter-84-nc,local,Chapter 84,dav,DAV,world-war-1,World War I,NC,north-carolina,Caldwell County,caldwell-county,nc_37027,582 Carrigan Rd,Taylorsville,28681,,,false,828-358-6586,,http://www.davmembersportal.org/chapters/NC/84,,,,,,84,"Fourth, Tuesday, 7:00PM","582 Carrigan Rd, Taylorsville, NC 28681",,
DAV Chapter 87 - Avery County #87,dav-chapter-87-nc,local,Chapter 87,dav,DAV,world-war-1,World War I,NC,north-carolina,Mcdowell County,mcdowell-county,nc_37111,316 Estatoa Ave,Newland,28657,36.0873654,-81.9280138,true,828-387-5417,,http://www.davmembersportal.org/chapters/NC/87,,,,,,87,"First, Thursday, 6:30PM","316 Estatoa Ave, Newland, NC 28657",,
DAV Chapter 89 - Keith Mehaffey #89,dav-chapter-89-nc,local,Chapter 89,dav,DAV,world-war-1,World War I,NC,north-carolina,Haywood County,haywood-county,nc_37087,410 Charles St,Clyde,28721,,,false,719-205-8369,,http://www.davmembersportal.org/chapters/NC/89,,,,,,89,"First, Thursday, 6:00PM","410 Charles St, Clyde, NC 28721",,
